,Unnamed: 0.1,start,end,strand,utr5,genes,utrs,Osize,newRPK
1403,lrhA,2403724,2405033,1,lrhA-,['lrhA'],['lrhA-'],1,31.769371339653873
1404,alaA-yfbR,2405582,2407482,0,,"['alaA', 'yfbR']",['alaA-yfbR'],2,6.1373130626452035
1405,yfbS,2407541,2409373,1,,['yfbS'],,1,29.396643766194643
1406,yfbUT,2409460,2410668,1,yfbU-,"['yfbU', 'yfbT']","['yfbU-', 'yfbU-yfbT']",2,93.51643851035927
1407,yfbV,2410698,2411153,1,,['yfbV'],,1,28.595544575842123
1408,ackA-pta,2411326,2414912,0,ackA - ,"['ackA', 'pta']","['ackA-', 'ackA-pta']",2,24.632734598725094
1409,yfcC,2415102,2416622,0,,['yfcC'],,1,1.7840472879693565
1410,yfcD,2416655,2417207,1,yfcD-,['yfcD'],['yfcD-'],1,22.731099824160843
1411,yfcE,2417255,2417809,1,,['yfcE'],,1,77.34358862334074
1412,yfcF,2417862,2418506,1,,['yfcF'],,1,8.155582045638965
1413,yfcG,2418642,2419289,0,,['yfcG'],,1,0.6198046237669077
1414,folX-yfcH,2419320,2420622,0,folX - ,"['folX', 'yfcH']","['folX-', 'folX-yfcH']",2,25.846170726212996
1415,yfcI,2420670,2421560,1,,['yfcI'],,1,1.8015426682272229
1416,argT-hisJQMP,2421757,2425958,1,argT-,"['argT', 'hisJ', 'hisQ', 'hisM', 'hisP']","['argT-', 'argT-hisJ', 'hisJ-hisQ', 'hisM-hisP']",5,7.471307448182498
1417,cvpA-purF-ubiX,2426078,2428784,1,,"['cvpA', 'purF', 'ubiX']","['cvpA-purF', 'purF-ubiX']",3,71.5610407710089
1418,folC-dedD,2429043,2430963,1,,"['folC', 'dedD']",,2,143.14423265592606
1419,accD,2431033,2432037,1,accD-,['accD'],['accD-'],1,578.4636714766411
1420,pdxB-usg-truA-dedA,2432103,2435904,1,pdxB-,"['pdxB', 'usg', 'truA', 'dedA']","['pdxB-', 'pdxB-usg', 'truA-dedA']",4,98.93679094711774
1421,flk,2435971,2436966,0,,['flk'],,1,4.428910486789945
1422,yfcJ,2436963,2438262,1,yfcJ-,['yfcJ'],['yfcJ-'],1,31.16126729545601
1423,fabB,2438406,2439662,1,fabB-,['fabB'],['fabB-'],1,1252.1187822927197
1424,mnmC,2439785,2441791,0,,['mnmC'],,1,7.383916461034642
1425,prmB-aroC-mepA-yfcA-epmC-yfcL,2441912,2446494,1,prmB-,"['prmB', 'aroC', 'mepA', 'yfcA', 'epmC', 'yfcL']","['prmB-', 'prmB-aroC', 'aroC-mepA', 'epmC-yfcL']",6,64.49742428893349
1426,smrB,2446627,2447178,0,,['smrB'],,1,6.068523972186813
1427,yfcUTSRQPO,2447249,2453022,1,,"['yfcU', 'yfcT', 'yfcS', 'yfcR', 'yfcQ', 'yfcP', 'yfcO']","['yfcU-yfcT', 'yfcT-yfcS', 'yfcP-yfcO']",7,1.5588106500644971
1428,yfcV,2453104,2453667,1,,['yfcV'],,1,0.0
1429,sixA,2454348,2454937,1,sixA-,['sixA'],['sixA-'],1,338.07961529076573
1430,fadIJ,2455036,2458490,1,,"['fadI', 'fadJ']",,2,13.957192752264216
1431,yfcZ,2458671,2459001,1,yfcZ-,['yfcZ'],['yfcZ-'],1,41.269623062818546
1432,fadL,2459321,2460667,0,,['fadL'],,1,10.73712878859971
1433,yfdF,2461033,2462091,0,,['yfdF'],,1,0.01631877793664369
1434,mlaA,2462273,2463028,1,,['mlaA'],,1,92.0854719436523
1435,yfdC,2463322,2464254,0,,['yfdC'],,1,0.8142434854284081
1436,argW,2464330,2464404,0,,['argW'],,1,3.93895605065868
1437,intS,2464566,2465723,0,,['intS'],,1,0.6776143444578613
1438,yfdGHI,2465851,2468483,0,yfdG - ,"['yfdG', 'yfdH', 'yfdI']",['yfdG-'],3,3.300018162873853
1439,tfaS,2468670,2469126,0,tfaS - ,['tfaS'],['tfaS-'],1,4.112259078912203
1440,yfdONMLK,2469098,2471267,1,,"['yfdO', 'yfdN', 'yfdM', 'yfdL', 'yfdK']","['yfdM-yfdL', 'yfdL-yfdK']",5,0.5597642597364473
1441,yfdPQ,2471541,2472877,0,,"['yfdP', 'yfdQ']",['yfdP-yfdQ'],2,0.1587059460429288
1442,yfdRST,2473005,2474199,0,,"['yfdR', 'yfdS', 'yfdT']",,3,0.010787555559050015
1443,ypdJ,2474115,2474255,0,,['ypdJ'],,1,0.037763097281565
1444,torI,2474331,2474531,0,,['torI'],,1,0.6599395424382426
1445,dsdC,2474715,2475650,1,,['dsdC'],,1,1.5027759713253752
1446,dsdXA,2475868,2478551,0,,"['dsdX', 'dsdA']",['dsdX-dsdA'],2,42.75861240547932
1447,emrKY,2478659,2481360,1,,"['emrK', 'emrY']",,2,0.4011423832305184
1448,evgAS,2481651,2485988,0,evgA - ,"['evgA', 'evgS']","['evgA-', 'evgA-evgS']",2,0.4579287547782468
1449,yfdX-frc-oxc-yfdVE,2486044,2492423,1,,"['yfdX', 'frc', 'oxc', 'yfdV', 'yfdE']","['yfdX-frc', 'frc-oxc', 'oxc-yfdV', 'yfdV-yfdE']",5,0.3126728134190809
1450,ypdI,2492719,2492994,0,,['ypdI'],,1,0.0654913211722336
1451,yfdY,2493071,2493313,1,,['yfdY'],,1,44.4655615663862
1452,lpxP,2493514,2494586,0,lpxP - ,['lpxP'],['lpxP-'],1,4.084880929747911
1453,tpke70,2494215,2494650,1,,['tpke70'],,1,0.28865245346866975
1454,alaC,2495078,2496377,1,alaC-,['alaC'],['alaC-'],1,24.817131161722394
1455,ypdABC,2496692,2500008,0,,"['ypdA', 'ypdB', 'ypdC']","['ypdA-ypdB', 'ypdB-ypdC']",3,3.0259144482840643
1456,fryBC-ypdFE-fryA,2500011,2506263,1,,"['fryB', 'fryC', 'ypdF', 'ypdE', 'fryA']","['fryB-fryC', 'fryC-ypdF', 'ypdE-fryA']",5,1.9690601234276564
1457,glk,2506482,2507559,1,glk-,['glk'],['glk-'],1,41.04736708403433
1458,yfeO,2507651,2508907,0,,['yfeO'],,1,1.6833837852126823
1459,ypeC,2509022,2509348,0,,['ypeC'],,1,2.4787556044214645
1460,mntH,2509489,2510727,1,,['mntH'],,1,24.887712012405984
1461,nupC,2511030,2512265,0,nupC - ,['nupC'],['nupC-'],1,14.24415780240352
1462,insL-3,2512352,2513464,0,,['insL-3'],,1,16.183824722122353
1463,yfeA,2513664,2515888,1,yfeA-,['yfeA'],['yfeA-'],1,11.867406473619617
1464,alaWX,2516062,2516252,1,,"['alaW', 'alaX']",['alaW-alaX'],2,6744.8009925380475
1465,yfeCD,2516428,2517226,0,yfeC - ,"['yfeC', 'yfeD']","['yfeC-', 'yfeC-yfeD']",2,3.0261919815356926
1466,gltX,2517278,2518805,1,gltX-,['gltX'],['gltX-'],1,122.39052996390173
1467,valUXY-lysV,2518943,2519349,0,valU - ,"['valU', 'valX', 'valY', 'lysV']","['valU-', 'valU-valX', 'valX-valY', 'valY-lysV']",4,7312.764384825304
1468,xapR,2519614,2520498,1,,['xapR'],,1,4.024343603056851
1469,xapAB,2520750,2522899,1,,"['xapA', 'xapB']",['xapA-xapB'],2,6.381977846508735
1470,yfeN,2523148,2523912,0,,['yfeN'],,1,0.27651758433593987
1471,yfeR,2523951,2524877,1,,['yfeR'],,1,8.030076233470327
1472,yfeH,2524947,2525965,0,yfeH - ,['yfeH'],['yfeH-'],1,18.243227271439423
1473,ligA-ypeB,2525962,2528197,1,,"['ligA', 'ypeB']",['ligA-ypeB'],2,45.91806266180246
1474,zipA,2528268,2529254,1,,['zipA'],,1,130.56737571920667
1475,cysZ,2529445,2530245,0,cysZ - ,['cysZ'],['cysZ-'],1,11.227578728459633
1476,cysK,2530395,2531401,0,cysK - ,['cysK'],['cysK-'],1,9.709116722534514
1477,ptsHI-crr,2531520,2534364,0,ptsH - ,"['ptsH', 'ptsI', 'crr']","['ptsH-', 'ptsH-ptsI', 'ptsI-crr']",3,28.959695649849813
1478,pdxK,2534407,2535298,1,pdxK-,['pdxK'],['pdxK-'],1,32.55152764020325
1479,yfeKS,2535363,2536504,0,,"['yfeK', 'yfeS']",['yfeK-yfeS'],2,0.3003234836600377
1480,cysPUWAM,2536693,2541549,1,,"['cysP', 'cysU', 'cysW', 'cysA', 'cysM']",['cysA-cysM'],5,9.39812035487487
1481,ucpA,2541853,2542693,1,ucpA-,['ucpA'],['ucpA-'],1,131.84456371768798
1482,murR,2542773,2543630,1,,['murR'],,1,0.93164929200337
1483,murQP-yfeW,2543754,2547427,0,murQ - ,"['murQ', 'murP', 'yfeW']","['murQ-', 'murQ-murP', 'murP-yfeW']",3,5.904632935641216
1484,yfeYX,2547667,2549237,1,,"['yfeY', 'yfeX']",['yfeY-yfeX'],2,86.13974837415137
1485,ypeA-yfeZ,2549298,2550159,1,,"['ypeA', 'yfeZ']",,2,20.326884853692807
1486,amiA-hemF,2550263,2552145,0,amiA - ,"['amiA', 'hemF']","['amiA-', 'amiA-hemF']",2,10.616426608053754
1487,eutBCLKR,2552151,2556700,1,,"['eutB', 'eutC', 'eutL', 'eutK', 'eutR']","['eutB-eutC', 'eutC-eutL', 'eutL-eutK', 'eutK-eutR']",5,14.339984649762501
1488,intZ,2556792,2558087,0,,['intZ'],,1,3.837613417676208
1489,yffL,2558278,2558919,0,,['yffL'],,1,0.24837641677346103
1490,yffMN,2559389,2560014,0,,"['yffM', 'yffN']",,2,0.0919963532270041
1491,yffOP,2560132,2561138,0,,"['yffO', 'yffP']",,2,0.1817259005908919
1492,yffQR,2561598,2562393,0,,"['yffQ', 'yffR']",['yffQ-yffR'],2,0.6959693385434477
1493,yffS,2562514,2563353,0,,['yffS'],,1,1.9630836161561924
1494,eutHA,2563502,2566128,1,,"['eutH', 'eutA']",,2,2.688422178142111
1495,eutNEJG,2566345,2570071,1,,"['eutN', 'eutE', 'eutJ', 'eutG']","['eutN-eutE', 'eutE-eutJ']",4,2.6257284879673954
1496,eutSPQTDM,2570178,2573826,1,,"['eutS', 'eutP', 'eutQ', 'eutT', 'eutD', 'eutM']","['eutS-eutP', 'eutD-eutM']",6,2.8621920808566865
1497,maeB,2574119,2576398,1,,['maeB'],,1,247.42515450100504
1498,talA-tktB,2576552,2579660,0,talA - ,"['talA', 'tktB']","['talA-', 'talA-tktB']",2,4.7931676334602455
1499,ypfG,2579755,2580937,1,ypfG-,['ypfG'],['ypfG-'],1,3.7540974674541805
1500,nudK,2580924,2581522,1,nudK-,['nudK'],['nudK-'],1,1.7737456071838626
1501,aegA,2581567,2583546,1,,['aegA'],,1,5.478664470615421
1502,narQ,2583752,2585452,0,,['narQ'],,1,1.9060350520837936
1503,acrD,2585616,2588729,0,,['acrD'],,1,3.936481210214686
1504,ypfM,2588828,2589071,1,ypfM-,['ypfM'],['ypfM-'],1,65.77011055981107
1505,yffB-dapE-ypfN,2589268,2590983,0,,"['yffB', 'dapE', 'ypfN']","['yffB-dapE', 'dapE-ypfN']",3,21.154700273810683
1506,ypfH,2591093,2591791,1,,['ypfH'],,1,29.31997220510127
1507,ypfJ-tmcA,2591865,2594784,1,ypfJ-,"['ypfJ', 'tmcA']","['ypfJ-', 'ypfJ-tmcA']",2,31.810997297886722
1508,purC,2594926,2595675,1,purC-,['purC'],['purC-'],1,22.78609803422083
1509,dapA-bamC,2595852,2597805,1,dapA-,"['dapA', 'bamC']","['dapA-', 'dapA-bamC']",2,394.4798624901482
1510,gcvR,2597897,2598499,0,gcvR - ,['gcvR'],['gcvR-'],1,13.577171677967998
1511,bcp,2598499,2598969,0,,['bcp'],,1,43.161720049674976
1512,hyfABCDEFGHIJR-focB,2599222,2612803,0,,"['hyfA', 'hyfB', 'hyfC', 'hyfD', 'hyfE', 'hyfF', 'hyfG', 'hyfH', 'hyfI', 'hyfJ', 'hyfR', 'focB']","['hyfB-hyfC', 'hyfC-hyfD', 'hyfD-hyfE', 'hyfE-hyfF', 'hyfG-hyfH', 'hyfJ-hyfR', 'hyfR-focB']",12,0.9690273025285641
1513,yfgO,2612841,2613902,1,,['yfgO'],,1,86.49011852382357
1514,bepA-yfgD,2614115,2615958,0,,"['bepA', 'yfgD']",['bepA-yfgD'],2,7.732235603889391
1515,hda,2616096,2616826,1,hda-,['hda'],['hda-'],1,160.1576190139972
1516,upp-uraA,2616892,2619007,1,upp-,"['upp', 'uraA']","['upp-', 'upp-uraA']",2,42.70887134324854
1517,purMN,2619218,2620893,0,,"['purM', 'purN']",,2,22.493957585217306
1518,ppk-ppx,2621065,2624677,0,,"['ppk', 'ppx']",['ppk-ppx'],2,5.43535937364778
1519,yfgF,2624716,2626959,1,,['yfgF'],,1,1.144725513702397
1520,yfgG,2627273,2627502,0,yfgG - ,['yfgG'],['yfgG-'],1,12.620228358355432
1521,yfgHI,2627784,2628886,0,yfgH - ,"['yfgH', 'yfgI']","['yfgH-', 'yfgH-yfgI']",2,0.18488006604885487
1522,guaBA,2628979,2632126,1,guaB-,"['guaB', 'guaA']","['guaB-', 'guaB-guaA']",2,142.78646508135049
1523,xseA,2632218,2633623,0,xseA - ,['xseA'],['xseA-'],1,5.088005554661146
1524,yfgJ,2633620,2633835,1,,['yfgJ'],,1,25.18115560166425
1525,bamB-der,2633905,2636704,1,bamB-,"['bamB', 'der']","['bamB-', 'bamB-der']",2,176.19966220195113
1526,yfgM,2636684,2637395,1,yfgM-,['yfgM'],['yfgM-'],1,86.84361185142154
1527,hisS,2637322,2638596,1,,['hisS'],,1,179.55332600469094
1528,ispG-sroE,2638616,2639954,1,ispG-,"['ispG', 'sroE']",['ispG-'],2,55.86047282065251
1529,rodZ,2639852,2640865,1,,['rodZ'],,1,42.05362142141297
1530,rlmN,2641150,2642400,1,rlmN-,['rlmN'],['rlmN-'],1,44.30204002997928
1531,ndk,2642454,2642934,1,ndk-,['ndk'],['ndk-'],1,125.52362536457345
1532,yfhM-pbpC,2643034,2650308,1,,"['yfhM', 'pbpC']",,2,22.537666912578217
1533,sseA,2650489,2651360,0,sseA - ,['sseA'],['sseA-'],1,16.696570088287643
1534,C0614,2651473,2651559,1,,['C0614'],,1,55.688690381098255
1535,IS128,2651536,2651744,0,,['IS128'],,1,0.34214545342351715
1536,ryfA,2651876,2652179,0,,['ryfA'],,1,158.82588608924897
1537,sseB,2652178,2652954,1,,['sseB'],,1,13.987334235109914
1538,pepB,2653096,2654379,1,,['pepB'],,1,45.52879844808712
1539,hscBA-fdx-iscX,2654557,2657488,1,,"['hscB', 'hscA', 'fdx', 'iscX']","['hscB-hscA', 'hscA-fdx', 'fdx-iscX']",4,187.7323431382517
1540,iscRSUA,2657584,2660289,1,iscR-,"['iscR', 'iscS', 'iscU', 'iscA']","['iscR-', 'iscR-iscS', 'iscS-iscU', 'iscU-iscA']",4,72.40172381146289
1541,trmJ,2660604,2661344,1,,['trmJ'],,1,320.4575790626665
1542,suhB,2661426,2662266,0,suhB - ,['suhB'],['suhB-'],1,15.969180542413925
1543,yfhR,2662384,2663265,0,,['yfhR'],,1,0.3371693847240436
1544,csiE,2663456,2664736,0,,['csiE'],,1,3.4799805828236003
1545,hcaT,2664728,2665867,1,,['hcaT'],,1,52.54201506848049
1546,hcaR,2666027,2666917,1,,['hcaR'],,1,3.7765285961063233
1547,hcaEFCBD,2667053,2671270,0,,"['hcaE', 'hcaF', 'hcaC', 'hcaB', 'hcaD']",['hcaB-hcaD'],5,3.8138171981730196
1548,yphA,2671295,2671789,0,,['yphA'],,1,15.992944733364274
1549,yphCB,2671837,2673782,1,,"['yphC', 'yphB']",['yphC-yphB'],2,8.60594343447007
1550,yphFED,2673848,2677388,1,,"['yphF', 'yphE', 'yphD']","['yphF-yphE', 'yphE-yphD']",3,1.8298740741944566
1551,yphG,2677485,2680766,1,,['yphG'],,1,1.7178576580641494
1552,yphH,2680884,2682077,0,,['yphH'],,1,0.9944989738802272
1553,glyA,2682275,2683593,1,glyA-,['glyA'],['glyA-'],1,104.77201984073157
1554,hmp,2683856,2685046,0,,['hmp'],,1,4.879292050725322
1555,glrR-glnB,2685091,2686824,1,,"['glrR', 'glnB']",['glrR-glnB'],2,35.27702456271071
1556,yfhG,2686814,2687527,1,,['yfhG'],,1,28.167999856326485
1557,glrK,2687692,2689144,1,glrK-,['glrK'],['glrK-'],1,16.512645839260422
1558,glmY,2689178,2689361,1,,['glmY'],,1,469.23773628854417
1559,purL,2689677,2693610,1,purL-,['purL'],['purL-'],1,89.35573002254603
1560,mltF,2693822,2695378,0,,['mltF'],,1,1.9817622333513394
1561,pgpC-tadA,2695375,2696613,1,pgpC-,"['pgpC', 'tadA']","['pgpC-', 'pgpC-tadA']",2,38.673657189103395
1562,yfhH,2696780,2697628,0,,['yfhH'],,1,3.051743321025968
1563,yfhL,2697684,2697944,0,,['yfhL'],,1,0.7158159194327707
1564,shoB,2698138,2698357,1,shoB-,['shoB'],['shoB-'],1,49.84009395360606
1565,ohsC,2698541,2698617,0,,['ohsC'],,1,0.10736541568193411
1566,rnc-era-recO-pdxJ-acpS,2698639,2702204,1,rnc-,"['rnc', 'era', 'recO', 'pdxJ', 'acpS']","['rnc-', 'era-recO', 'recO-pdxJ']",5,48.58261947770753
1567,lepAB,2702356,2705232,1,lepA-,"['lepA', 'lepB']","['lepA-', 'lepA-lepB']",2,76.09928500261152
1568,rpoE-rseABC,2705343,2708251,1,rpoE-,"['rpoE', 'rseA', 'rseB', 'rseC']","['rpoE-', 'rpoE-rseA']",4,35.70604730148487
1569,nadB,2708413,2710063,0,nadB - ,['nadB'],['nadB-'],1,0.8024775546236256
1570,yfiC,2710048,2710785,1,,['yfiC'],,1,9.942715733373749
1571,srmB,2710899,2712251,0,srmB - ,['srmB'],['srmB-'],1,8.233720625318824
1572,yfiE,2712460,2713341,1,,['yfiE'],,1,3.5280815952524462
1573,eamB,2713444,2714031,0,,['eamB'],,1,13.013377287070654
1574,grcA,2714087,2714470,1,,['grcA'],,1,13.979486874251215
1575,ung,2714707,2715464,0,ung - ,['ung'],['ung-'],1,9.770325649178057
1576,yfiF,2715512,2716614,1,yfiF-,['yfiF'],['yfiF-'],1,42.486465158262874
1577,trxC,2716756,2717175,0,,['trxC'],,1,3.5436147530841
1578,yfiP-pka,2717244,2720634,0,,"['yfiP', 'pka']",['yfiP-pka'],2,17.63898864938608
1579,pssA,2720646,2722103,0,pssA - ,['pssA'],['pssA-'],1,12.411821646444336
1580,yfiM,2722200,2722472,0,,['yfiM'],,1,12.405068251970151
1581,kgtP,2722469,2723855,1,kgtP-,['kgtP'],['kgtP-'],1,392.29171453035224
1582,rrsG-gltW-rrlG-rrfG,2724090,2729293,1,rrsG-,"['rrsG', 'gltW', 'rrlG', 'rrfG']","['rrsG-', 'rrsG-gltW', 'gltW-rrlG', 'rrlG-rrfG']",4,22246.022170683962
1583,clpB,2729621,2732228,1,clpB-,['clpB'],['clpB-'],1,167.78147562167683
1584,ryfD,2732174,2732316,1,,['ryfD'],,1,7970.054151053977
1585,rluD-yfiH,2732324,2734032,1,,"['rluD', 'yfiH']",,2,262.2680494419323
1586,bamD,2734046,2734904,0,bamD - ,['bamD'],['bamD-'],1,14.039555329899057
1587,raiA,2735110,2735516,0,raiA - ,['raiA'],['raiA-'],1,93.98008455101139
1588,pheLA,2735601,2736926,0,pheL - ,"['pheL', 'pheA']","['pheL-', 'pheL-pheA']",2,51.27441092724605
1589,aroF-tyrA,2736969,2739222,1,aroF-,"['aroF', 'tyrA']","['aroF-', 'aroF-tyrA']",2,16.297640387871205
1590,yfiL,2739381,2739746,0,,['yfiL'],,1,0.23774622958521088
1591,yfiRNB,2739844,2742128,0,yfiR - ,"['yfiR', 'yfiN', 'yfiB']","['yfiR-', 'yfiN-yfiB']",3,2.407586854312531
1592,rpsP-rimM-trmD-rplS,2742204,2744337,1,rpsP-,"['rpsP', 'rimM', 'trmD', 'rplS']","['rpsP-', 'rpsP-rimM', 'rimM-trmD', 'trmD-rplS']",4,1571.4799614454937
1593,ffh,2744455,2745876,1,ffh-,['ffh'],['ffh-'],1,68.96147267713994
1594,ypjD,2745908,2746774,0,,['ypjD'],,1,12.978024363471276
1595,yfjD,2746795,2748081,0,,['yfjD'],,1,8.167190584044912
1596,grpE,2748136,2748768,1,grpE-,['grpE'],['grpE-'],1,164.98200889517668
1597,nadK,2748852,2749730,0,,['nadK'],,1,1.5504701075445453
1598,recN,2749816,2751477,0,,['recN'],,1,4.58310219324474
1599,bamE,2751626,2751967,0,,['bamE'],,1,32.08906696785818
1600,ratAB,2752029,2752785,1,,"['ratA', 'ratB']",,2,33.03163333176771
1601,smpB,2752917,2753399,0,,['smpB'],,1,9.433167794802827
1602,ssrA,2753614,2753976,0,,['ssrA'],,1,2675.0274924807873
1603,intA,2754154,2755421,0,intA - ,['intA'],['intA-'],1,1.480331595901588
1604,yfjH,2755665,2756679,1,yfjH-,['yfjH'],['yfjH-'],1,0.24609442440330578
1605,alpA,2756665,2756877,0,,['alpA'],,1,0.04977693166506265
1606,yfjI,2757006,2758415,0,,['yfjI'],,1,0.7376060413759717
1607,yfjJ,2758568,2759194,0,,['yfjJ'],,1,0.06726700292650467
1608,yfjLK,2759372,2763503,1,yfjL-,"['yfjL', 'yfjK']",['yfjL-'],2,3.5893021342529847
1609,yfjM,2763534,2763797,1,,['yfjM'],,1,0.2207575606304421
1610,rnlAB,2763915,2765376,0,rnlA - ,"['rnlA', 'rnlB']",['rnlA-'],2,8.844169586630578
1611,yfjPQ,2765535,2767507,0,yfjP - ,"['yfjP', 'yfjQ']","['yfjP-', 'yfjP-yfjQ']",2,1.774723533747768
1612,yfjR-ypjK-yfjST,2767724,2769636,0,,"['yfjR', 'ypjK', 'yfjS', 'yfjT']","['yfjR-ypjK', 'yfjS-yfjT']",4,0.8788385048634938
1613,ypjM_3-yfjU,2769861,2770706,1,,"['ypjM_3', 'yfjU']",['ypjM_3-yfjU'],2,16.135758570805063
1614,ypjM_1M_2,2770857,2771179,1,,"['ypjM_1', 'ypjM_2']",,2,9.400675212052848
1615,yfjW,2771339,2773042,0,,['yfjW'],,1,0.07400755258572088
1616,yfjXY-ypjJ-yfjZ-ypjF,2773940,2775803,0,,"['yfjX', 'yfjY', 'ypjJ', 'yfjZ', 'ypjF']","['yfjX-yfjY', 'yfjY-ypjJ', 'ypjJ-yfjZ', 'yfjZ-ypjF']",5,0.14275199295536709
1617,ypjA,2776167,2780747,1,,['ypjA'],,1,1.5298725777910265
1618,pinH,2781086,2781229,1,,['pinH'],,1,0.063128245240941
1619,ypjB,2781659,2782450,1,,['ypjB'],,1,0.04144783778445622
1620,ypjC,2782550,2783032,1,,['ypjC'],,1,0.014220192716799961
1621,ileY,2783783,2783858,1,,['ileY'],,1,0.19669432201387932
1622,ygaQ_1Q_2,2784418,2785455,0,,"['ygaQ_1', 'ygaQ_2']",['ygaQ_1-ygaQ_2'],2,0.001979872355194108
1623,ygaQ_3,2785663,2786259,0,,['ygaQ_3'],,1,0.01173542430728349
1624,ygaQ_4,2786398,2786670,0,,['ygaQ_4'],,1,0.005816987609016857
1625,csiD-lhgO-gabDTP,2787006,2793674,0,,"['csiD', 'lhgO', 'gabD', 'gabT', 'gabP']","['csiD-lhgO', 'lhgO-gabD', 'gabD-gabT', 'gabT-gabP']",5,4.689209381308534
1626,csiR,2793646,2794357,0,csiR - ,['csiR'],['csiR-'],1,9.854190629221169
1627,ygaU,2794358,2794836,1,ygaU-,['ygaU'],['ygaU-'],1,6.153092930707836
1628,yqaE,2794891,2795049,1,,['yqaE'],,1,12.743806065695777
1629,ygaVP,2795208,2796065,0,ygaV - ,"['ygaV', 'ygaP']","['ygaV-', 'ygaV-ygaP']",2,0.9034372787629765
1630,stpA,2796112,2796516,1,,['stpA'],,1,42.5251811585919
1631,alaE,2797185,2797634,0,,['alaE'],,1,43.26291918638864
1632,ygaC,2797671,2798015,1,,['ygaC'],,1,0.7582708645752452
1633,ygaM,2798141,2798496,0,ygaM - ,['ygaM'],['ygaM-'],1,5.6730623405809375
1634,nrdHIEF,2798744,2802482,0,,"['nrdH', 'nrdI', 'nrdE', 'nrdF']",['nrdE-nrdF'],4,2.1911561311691217
1635,proVWX,2802836,2806145,0,,"['proV', 'proW', 'proX']",['proW-proX'],3,4.505305335006816
1636,ygaXY,2806337,2807514,0,,"['ygaX', 'ygaY']",['ygaX-ygaY'],2,1.050590051547505
1637,ygaZH,2807590,2808700,0,ygaZ - ,"['ygaZ', 'ygaH']",['ygaZ-'],2,38.605028836083505
1638,mprA-emrAB,2808791,2812175,0,,"['mprA', 'emrA', 'emrB']","['mprA-emrA', 'emrA-emrB']",3,19.683815264503313
1639,luxS,2812239,2812837,1,luxS-,['luxS'],['luxS-'],1,15.256168248879167
1640,micA,2812823,2812894,0,,['micA'],,1,1.2481145325209648
1641,gshA,2812904,2814482,1,gshA-,['gshA'],['gshA-'],1,30.205861852568272
1642,yqaBA,2814533,2815524,1,,"['yqaB', 'yqaA']",,2,59.11878711013815
1643,serV-argVYZQ,2815805,2816666,1,,"['serV', 'argV', 'argY', 'argZ', 'argQ']","['serV-argV', 'argV-argY', 'argY-argZ', 'argZ-argQ']",5,10674.015237726537
1644,csrA,2816982,2817295,1,csrA-,['csrA'],['csrA-'],1,435.4163357267923
1645,alaS,2817402,2820111,1,alaS-,['alaS'],['alaS-'],1,180.80864946351957
1646,recAX,2820160,2821839,1,recA-,"['recA', 'recX']","['recA-', 'recA-recX']",2,35.97023364973488
1647,pncC,2821870,2822367,1,,['pncC'],,1,27.14666661614056
1648,mltB,2822512,2823597,1,,['mltB'],,1,21.696956998582223
1649,srlAEBD-gutM-srlR-gutQ,2823853,2828799,0,,"['srlA', 'srlE', 'srlB', 'srlD', 'gutM', 'srlR', 'gutQ']","['srlE-srlB', 'srlB-srlD', 'srlD-gutM', 'gutM-srlR']",7,243.5301920985539
1650,norR,2828796,2830310,1,,['norR'],,1,43.992194845137625
1651,norVW,2830497,2833066,0,,"['norV', 'norW']",,2,0.6145512935191241
1652,C0664,2833076,2833188,0,,['C0664'],,1,0.8287390480503677
1653,hydN-hypF,2833194,2836126,1,,"['hydN', 'hypF']",['hydN-hypF'],2,14.173476998054868
1654,ascG,2836275,2837309,1,ascG-,['ascG'],['ascG-'],1,12.019617893875168
1655,ascFB,2837545,2840435,0,,"['ascF', 'ascB']",['ascF-ascB'],2,1.8106026386809748
1656,hycABCDEFGHI,2840594,2848482,1,hycA-,"['hycA', 'hycB', 'hycC', 'hycD', 'hycE', 'hycF', 'hycG', 'hycH', 'hycI']","['hycA-', 'hycA-hycB', 'hycC-hycD', 'hycD-hycE', 'hycE-hycF']",9,3.4624334126491876
1657,hypABCDE-fhlA,2848668,2854437,0,,"['hypA', 'hypB', 'hypC', 'hypD', 'hypE', 'fhlA']","['hypA-hypB', 'hypD-hypE', 'hypE-fhlA']",6,6.867934855307365
1658,ygbA,2854474,2854827,1,,['ygbA'],,1,0.9932177251241385
1659,mutS,2855114,2857675,0,,['mutS'],,1,25.31261737355806
1660,pphB,2857781,2858437,0,,['pphB'],,1,0.5624744215137342
1661,ygbI,2858488,2859285,1,,['ygbI'],,1,9.507525095284779
1662,ygbJK,2859451,2861522,0,,"['ygbJ', 'ygbK']",,2,2.2112558208221222
1663,ygbLM,2861614,2863033,0,,"['ygbL', 'ygbM']",['ygbL-ygbM'],2,1.5682364854142228
1664,ygbN,2863122,2864486,0,,['ygbN'],,1,1.7579620905932352
1665,nlpD-rpoS,2864580,2866774,1,,"['nlpD', 'rpoS']",['nlpD-rpoS'],2,117.16910624139601
1666,umpG-pcm,2866914,2868295,1,,"['umpG', 'pcm']",,2,92.95920061667209
1667,truD,2868276,2869325,1,,['truD'],,1,87.28387748848797
1668,ispDF,2869322,2870511,1,,"['ispD', 'ispF']",,2,89.70330550575804
